Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4",41.4953,41.4953,-121.6717,-121.6717,SUBAERIAL,1701,1743,s 1374M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,229043.15,5753.664,,93148.176,,,,71667.06,81833.15,51680.528,1239.1328,,2324.42,19881.7676,480.0631,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,138,,,,,,,,7,202,26,94,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191793
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4",41.4598,41.4598,-121.6852,-121.6852,SUBAERIAL,1701,1743,s 1379M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,228575.715,5453.994,,94206.678,,,,70267.92,81833.15,52464.48,1239.1328,,2241.405,19510.8391,436.421,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,146,,,,,,,,5,207,26,88,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191794
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4",41.6388,41.6388,-121.5047,-121.5047,SUBAERIAL,1701,1743,s 1382M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,228575.715,5513.928,,93677.427,,,,70812.03,81618.74,52705.696,1239.1328,,2241.405,19510.8391,480.0631,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,156,,,,,,,,5,208,24,87,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191795
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4",41.2393,41.2393,-121.6037,-121.6037,SUBAERIAL,1701,1743,s 1463M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,227173.41,5394.06,,94206.678,,,,69879.27,83048.14,53549.952,1239.1328,,1992.36,20104.3247,436.421,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,140,,,,,,,,3,197,29,83,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191796
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4",41.1947,41.1947,-121.5665,-121.5665,SUBAERIAL,1701,1743,s 1469M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,227640.845,5453.994,,93677.427,,,,70267.92,83191.08,53127.824,1239.1328,,2158.39,20104.3247,480.0631,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,115,,,,,,,,5,209,28,87,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191797
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4",41.3705,41.3705,-121.639,-121.639,SUBAERIAL,1701,1743,s 1485M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,226238.54,5453.994,,93677.427,,,,69412.89,84763.42,54514.816,1239.1328,,1743.315,19659.2105,436.421,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,123,,,,,,,,5,199,24,83,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191798
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4",41.3705,41.3705,-121.639,-121.639,SUBAERIAL,1701,1743,s 1486M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,226238.54,5453.994,,95265.18,,,,69957,83191.08,55419.376,1239.1328,,1660.3,18323.8679,523.7052,,,,,,,,,,,,,,,,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,147,,,,,,,,6,199,28,85,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191799
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4",41.3592,41.3592,-121.6367,-121.6367,SUBAERIAL,1701,1743,s 1487M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,229043.15,5453.994,,93677.427,,,,69801.54,81332.86,52464.48,1239.1328,,2739.495,20401.0675,523.7052,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,143,,,,,,,,5,213,31,98,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191800
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4, DOUBLE HOLE CRATER",41.4675,41.4675,-121.6183,-121.6183,SUBAERIAL,1722,1722,s 1016M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,229978.02,5633.796,,93148.176,,,,70734.3,80832.57,51318.704,1239.1328,,2822.51,19955.9533,480.0631,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,7,203,24,94,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191802
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4, DOUBLE HOLE CRATER",41.3598,41.3598,-121.5928,-121.5928,SUBAERIAL,1722,1722,s 1233M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,229978.02,5693.73,,92089.674,,,,71122.95,81976.09,51379.008,1316.5786,,2739.495,19955.9533,523.7052,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,7,208,26,92,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191804
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4, DOUBLE HOLE CRATER",41.396,41.396,-121.6358,-121.6358,SUBAERIAL,1722,1722,s 1385M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,230912.89,5693.73,,93677.427,,,,69879.27,78902.88,50775.968,1239.1328,,3403.615,20920.3674,523.7052,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,141,,,,,,,,6,209,28,106,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191805
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4, DOUBLE HOLE CRATER",41.4978,41.4978,-121.6182,-121.6182,SUBAERIAL,1722,1722,s 1456M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,230912.89,5753.664,,92618.925,,,,70656.57,80189.34,51017.184,1239.1328,,3071.555,20178.5104,567.3473,,,,,,,,,,,,,,,,5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,124,,,,,,,,9,203,29,98,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191807
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4, DOUBLE HOLE CRATER",41.4955,41.4955,-121.6135,-121.6135,SUBAERIAL,1722,1722,s 1457M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,230912.89,5573.862,,93148.176,,,,69646.08,80689.63,50836.272,1239.1328,,2905.525,19733.3962,698.2736,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,137,,,,,,,,5,203,28,97,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191808
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 4, DOUBLE HOLE CRATER",41.3862,41.3862,-121.5862,-121.5862,SUBAERIAL,1722,1722,s 1483M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,231847.76,5573.862,,93148.176,,,,69179.7,79117.29,50896.576,1239.1328,,3652.66,20846.1817,567.3473,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,115,,,,,,,,11,209,34,102,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191809
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 5, GIANT CRATER?",41.154,41.154,-121.5705,-121.5705,SUBAERIAL,1743,1743,s 3B722 [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,225303.67,5034.456,,93677.427,,,,68791.05,85764,57771.232,1239.1328,,1245.225,18101.3108,392.7789,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191810
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 5, GIANT CRATER?",41.154,41.154,-121.5705,-121.5705,SUBAERIAL,1743,1743,s 3B722 [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,224836.235,5034.456,,93148.176,,,,68557.86,85978.41,58072.752,1239.1328,,1245.225,18620.6107,392.7789,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,147,,,,,,,,1,196,23,74,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191811
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 5, GIANT CRATER?",41.218,41.218,-121.549,-121.549,SUBAERIAL,1743,1743,s 1467M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,225303.67,5394.06,,93677.427,,,,69957,85764,55298.768,1239.1328,,1328.24,19362.4677,436.421,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,135,,,,,,,,2,202,27,80,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191814
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.505,41.5053,-121.6438,-121.645,SUBAERIAL,1615,1743,s 82-72A1 [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,223433.93,3775.842,,95265.18,,,,67469.64,86478.7,61510.08,1239.1328,,664.12,16914.3396,261.8526,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,1,180,17,48,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191817
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.505,41.5053,-121.6438,-121.645,SUBAERIAL,1615,1743,s 82-72A1-2 [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,226238.54,4255.314,,94735.929,,,,68246.94,85764,57590.32,1316.5786,,830.15,17582.0109,218.2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191818
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.505,41.5053,-121.6438,-121.645,SUBAERIAL,1615,1743,s 82-72A2-3 [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,225771.105,4375.182,,92089.674,,,,70656.57,88622.8,56746.064,1316.5786,,747.135,17730.3823,261.8526,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,0,183,18,51,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191819
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.494,41.494,-121.6673,-121.6673,SUBAERIAL,1615,1743,s 1261M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,223901.365,4015.578,,95265.18,,,,67936.02,86836.05,60424.608,1161.687,,581.105,16914.3396,261.8526,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,0,183,16,51,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191825
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.3298,41.3298,-121.6148,-121.6148,SUBAERIAL,1615,1743,s 1332M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,222966.495,3596.04,,97382.184,,,,64593.63,86478.7,62716.16,1084.2412,,581.105,16617.5968,218.2105,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,283,,,,,,,,0,185,23,52,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191826
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.4633,41.4633,-121.6852,-121.6852,SUBAERIAL,1615,1743,s 1380M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,223433.93,3775.842,,97382.184,,,,66070.5,86621.64,60002.48,1161.687,,581.105,16988.5253,218.2105,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,262,,,,,,,,2,177,21,55,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191827
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.4972,41.4972,-121.6328,-121.6328,SUBAERIAL,1615,1743,s 1381M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,222966.495,3775.842,,96852.933,,,,65837.31,86407.23,62052.816,1161.687,,498.09,17211.0824,218.2105,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,296,,,,,,,,1,179,19,53,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191828
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.3267,41.3267,-121.5553,-121.5553,SUBAERIAL,1615,1743,s 1460M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,222966.495,3775.842,,96323.682,,,,65992.77,87193.4,60907.04,1161.687,,664.12,17878.7537,261.8526,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,178,,,,,,,,1,180,22,55,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191829
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.3095,41.3095,-121.5697,-121.5697,SUBAERIAL,1615,1743,s 1461M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,223433.93,3835.776,,96852.933,,,,66536.88,87050.46,59640.656,1161.687,,664.12,17656.1966,261.8526,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,161,,,,,,,,3,179,25,59,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191830
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.2772,41.2772,-121.5962,-121.5962,SUBAERIAL,1615,1743,s 1462M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,223433.93,3775.842,,96852.933,,,,66148.23,85764,60907.04,1161.687,,664.12,17656.1966,261.8526,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,177,,,,,,,,2,177,22,54,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191831
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.3418,41.3418,-121.6197,-121.6197,SUBAERIAL,1615,1743,s 1464M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,224368.8,4075.512,,95265.18,,,,67158.72,86407.23,59580.352,1161.687,,1079.195,18027.1251,305.4947,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,163,,,,,,,,3,176,22,61,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191832
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.311,41.311,-121.5447,-121.5447,SUBAERIAL,1615,1743,s 1465M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,223433.93,3835.776,,95265.18,,,,66303.69,87622.22,60123.088,1161.687,,830.15,17804.568,261.8526,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,157,,,,,,,,3,186,24,54,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191833
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, GROUP 6",41.2805,41.2805,-121.5327,-121.5327,SUBAERIAL,1615,1743,s 1538M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,223901.365,4255.314,,95794.431,,,,66925.53,87550.75,58072.752,1239.1328,,1162.21,17952.9394,305.4947,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,163,,,,,,,,4,181,18,61,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191835
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, RELATED LAVAS, HORSE CAVES-WATER CAVES LAVAS",41.3417,41.3417,-121.5718,-121.5718,SUBAERIAL,1554,1573,s 2B193 [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,244468.505,5993.4,,91031.172,,,,61950.81,66895.92,46856.208,1084.2412,,8882.605,22181.5243,785.5578,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191836
[4329],CONVERGENT MARGIN,CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO / PACIFIC OCEAN,"GIANT CRATER, RELATED LAVAS, HORSE CAVES-WATER CAVES LAVAS",41.4395,41.4395,-121.6437,-121.6437,SUBAERIAL,1554,1573,s 1017M [4329],"BASALT, THOLEIITIC [4329]",,10500 [4329],,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [4329] ,251012.595,5693.73,,89972.67,,,,58686.15,63822.71,43720.4,1006.7954,,10459.89,22552.4528,698.2736,,,,,,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,35,245,24,140,,,,,,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191839
